Name,Position,General,Defending,Mental,Passing,Mobility,Power,Rating,Shooting,Flag,Age,Nationality,Photo,Club_Logo,Club,media_puntaje
L. Campos,SUB,56,42,53,60,66,65,70,50,https://cdn.sofifa.com/flags/pe.png,20,Peru,https://cdn.sofifa.com/players/261/561/22_60.png,https://cdn.sofifa.com/teams/114511/30.png,Sport Huancayo,57.75
21 N. Kainourgios,SUB,53,44,59,61,64,64,68,50,https://cdn.sofifa.com/flags/gr.png,21,Greece,https://cdn.sofifa.com/players/251/552/21_60.png,https://cdn.sofifa.com/teams/15005/30.png,SV Zulte Waregem,57.875
F. Götze,SUB,60,44,57,62,63,70,72,41,https://cdn.sofifa.com/flags/de.png,23,Germany,https://cdn.sofifa.com/players/236/467/22_60.png,https://cdn.sofifa.com/teams/29/30.png,1. FC Kaiserslautern,58.625
Gustavo,SUB,61,15,58,47,70,71,74,65,https://cdn.sofifa.com/flags/br.png,27,Brazil,https://cdn.sofifa.com/players/222/729/22_60.png,https://cdn.sofifa.com/teams/1477/30.png,Jeonbuk Hyundai Motors,57.625
J. Wießmeier,RWB,58,14,54,59,73,69,64,58,https://cdn.sofifa.com/flags/de.png,28,Germany,https://cdn.sofifa.com/players/203/542/22_60.png,https://cdn.sofifa.com/teams/780/30.png,SV Ried,56.125
A. Ndao,RM,61,21,48,70,78,58,76,58,https://cdn.sofifa.com/flags/sn.png,24,Senegal,https://cdn.sofifa.com/players/257/821/22_60.png,https://cdn.sofifa.com/teams/112387/30.png,Al Ahli,58.75
21 F. Meza,SUB,58,51,65,59,61,70,74,35,https://cdn.sofifa.com/flags/co.png,28,Colombia,https://cdn.sofifa.com/players/214/136/21_60.png,https://cdn.sofifa.com/teams/1970/30.png,Tigres U.A.N.L.,59.125
Antonaldo Vaz,SUB,56,46,59,66,70,70,71,32,https://cdn.sofifa.com/flags/br.png,21,Brazil,https://cdn.sofifa.com/players/230/248/22_60.png,https://cdn.sofifa.com/teams/383/30.png,Palmeiras,58.75
R. D'Haese,RM,56,26,53,67,74,64,74,54,https://cdn.sofifa.com/flags/be.png,22,Belgium,https://cdn.sofifa.com/players/239/307/22_60.png,https://cdn.sofifa.com/teams/682/30.png,KV Oostende,58.5
E. Otieno,LB,50,40,53,62,76,75,68,41,https://cdn.sofifa.com/flags/ke.png,24,Kenya,https://cdn.sofifa.com/players/254/899/22_60.png,https://cdn.sofifa.com/teams/433/30.png,AIK,58.125
Luís Phelipe,SUB,63,30,56,61,68,66,68,49,https://cdn.sofifa.com/flags/br.png,20,Brazil,https://cdn.sofifa.com/players/251/999/22_60.png,https://cdn.sofifa.com/teams/10032/30.png,FC Lugano,57.625
H. Rodríguez,SUB,56,47,60,55,52,71,72,49,https://cdn.sofifa.com/flags/mx.png,31,Mexico,https://cdn.sofifa.com/players/187/298/22_60.png,https://cdn.sofifa.com/teams/110144/30.png,Santos Laguna,57.75
M. Klimowicz,LF,61,23,57,63,76,57,74,56,https://cdn.sofifa.com/flags/de.png,20,Germany,https://cdn.sofifa.com/players/251/243/22_60.png,https://cdn.sofifa.com/teams/36/30.png,VfB Stuttgart,58.375
Murilo,SUB,58,51,58,58,69,72,78,35,https://cdn.sofifa.com/flags/br.png,24,Brazil,https://cdn.sofifa.com/players/240/115/22_60.png,https://cdn.sofifa.com/teams/100765/30.png,FC Lokomotiv Moscow,59.875
F. Peluso,SUB,66,48,59,64,55,61,70,48,https://cdn.sofifa.com/flags/it.png,37,Italy,https://cdn.sofifa.com/players/178/418/22_60.png,https://cdn.sofifa.com/teams/111974/30.png,U.S. Sassuolo Calcio,58.875
Bermejo,RM,61,24,56,63,74,61,71,55,https://cdn.sofifa.com/flags/es.png,23,Spain,https://cdn.sofifa.com/players/252/864/22_60.png,https://cdn.sofifa.com/teams/244/30.png,Real Zaragoza,58.125
S. McWilliams,LCM,53,40,62,58,66,63,66,48,https://cdn.sofifa.com/flags/gb-eng.png,22,England,https://cdn.sofifa.com/players/227/881/22_60.png,https://cdn.sofifa.com/teams/1930/30.png,Northampton Town,57.0
Roberto Soira,RCB,61,53,59,49,59,53,73,56,https://cdn.sofifa.com/flags/br.png,25,Brazil,https://cdn.sofifa.com/players/236/190/22_60.png,https://cdn.sofifa.com/teams/112476/30.png,Associação Chapecoense de Futebol,57.875
A. Julio,SUB,60,19,56,58,76,66,70,59,https://cdn.sofifa.com/flags/ec.png,25,Ecuador,https://cdn.sofifa.com/players/254/067/22_60.png,https://cdn.sofifa.com/teams/111065/30.png,Real Salt Lake,58.0
L. Fenton,RB,58,37,55,57,67,68,62,49,https://cdn.sofifa.com/flags/nz.png,28,New Zealand,https://cdn.sofifa.com/players/211/717/22_60.png,https://cdn.sofifa.com/teams/111766/30.png,Wellington Phoenix,56.625
M. Kana,SUB,60,44,60,65,70,69,74,36,https://cdn.sofifa.com/flags/be.png,18,Belgium,https://cdn.sofifa.com/players/252/489/22_60.png,https://cdn.sofifa.com/teams/229/30.png,RSC Anderlecht,59.75
A. Papadopoulos,SUB,58,44,56,58,53,64,67,54,https://cdn.sofifa.com/flags/gr.png,36,Greece,https://cdn.sofifa.com/players/150/106/22_60.png,https://cdn.sofifa.com/teams/280/30.png,Olympiacos CFP,56.75
21 G. Dicker,LDM,56,43,62,61,48,70,66,50,https://cdn.sofifa.com/flags/ie.png,33,Republic of Ireland,https://cdn.sofifa.com/players/165/449/21_60.png,https://cdn.sofifa.com/teams/82/30.png,Kilmarnock,57.0
R. Gotts,LCM,54,37,56,62,73,66,68,48,https://cdn.sofifa.com/flags/gb-eng.png,21,England,https://cdn.sofifa.com/players/246/874/22_60.png,https://cdn.sofifa.com/teams/381/30.png,Barrow,58.0
21 Ewandro,RES,63,12,50,61,73,58,70,62,https://cdn.sofifa.com/flags/br.png,24,Brazil,https://cdn.sofifa.com/players/221/702/21_60.png,https://cdn.sofifa.com/teams/55/30.png,Udinese Calcio,56.125
R. Ruiz,SUB,63,22,53,66,65,67,73,57,https://cdn.sofifa.com/flags/ar.png,21,Argentina,https://cdn.sofifa.com/players/252/193/22_60.png,https://cdn.sofifa.com/teams/111708/30.png,Atlético Tucumán,58.25
D. Wiebe,RB,58,43,58,65,60,69,67,45,https://cdn.sofifa.com/flags/de.png,27,Germany,https://cdn.sofifa.com/players/238/563/22_60.png,https://cdn.sofifa.com/teams/110500/30.png,Eintracht Braunschweig,58.125
21 Víctor López,RES,57,35,61,58,68,60,66,51,https://cdn.sofifa.com/flags/es.png,23,Spain,https://cdn.sofifa.com/players/240/782/21_60.png,https://cdn.sofifa.com/teams/463/30.png,Deportivo Alavés,57.0
21 Simao Mate,SUB,55,44,61,57,63,68,66,46,https://cdn.sofifa.com/flags/mz.png,31,Mozambique,https://cdn.sofifa.com/players/188/124/21_60.png,https://cdn.sofifa.com/teams/112836/30.png,Vegalta Sendai,57.5
21 D. Graham,SUB,64,28,63,59,46,64,65,62,https://cdn.sofifa.com/flags/gb-eng.png,34,England,https://cdn.sofifa.com/players/163/340/21_60.png,https://cdn.sofifa.com/teams/106/30.png,Sunderland,56.375
O. Patla,SUB,56,34,58,56,71,62,57,54,https://cdn.sofifa.com/flags/in.png,27,India,https://cdn.sofifa.com/players/251/749/22_60.png,https://cdn.sofifa.com/teams/113040/30.png,NorthEast United FC,56.0
N. Stojiljković,SUB,63,22,62,58,59,66,65,63,https://cdn.sofifa.com/flags/rs.png,28,Serbia,https://cdn.sofifa.com/players/230/094/22_60.png,https://cdn.sofifa.com/teams/111086/30.png,Piast Gliwice,57.25
14 Luiz Eduardo,RES,51,62,40,62,66,74,69,51,https://cdn.sofifa.com/flags/br.png,20,Brazil,https://cdn.sofifa.com/players/202/561/14_60.png,https://cdn.sofifa.com/teams/598/30.png,São Paulo,59.375
J. Bree,RB,57,43,57,64,68,66,72,41,https://cdn.sofifa.com/flags/gb-eng.png,23,England,https://cdn.sofifa.com/players/222/156/22_60.png,https://cdn.sofifa.com/teams/1923/30.png,Luton Town,58.5
S. Olsson,LCM,60,36,63,68,62,63,72,47,https://cdn.sofifa.com/flags/se.png,23,Sweden,https://cdn.sofifa.com/players/236/427/22_60.png,https://cdn.sofifa.com/teams/700/30.png,IF Elfsborg,58.875
T. Dolan,ST,62,27,57,63,80,61,76,51,https://cdn.sofifa.com/flags/gb-eng.png,19,England,https://cdn.sofifa.com/players/257/063/22_60.png,https://cdn.sofifa.com/teams/3/30.png,Blackburn Rovers,59.625
I. Diop,SUB,55,52,63,56,64,69,80,40,https://cdn.sofifa.com/flags/fr.png,24,France,https://cdn.sofifa.com/players/231/633/22_60.png,https://cdn.sofifa.com/teams/19/30.png,West Ham United,59.875
R. Manaj,SUB,64,12,51,52,66,70,74,68,https://cdn.sofifa.com/flags/al.png,24,Albania,https://cdn.sofifa.com/players/230/800/22_60.png,https://cdn.sofifa.com/teams/110741/30.png,Spezia,57.125
A. Rus,SUB,56,43,59,54,67,68,68,45,https://cdn.sofifa.com/flags/ro.png,25,Romania,https://cdn.sofifa.com/players/248/040/22_60.png,https://cdn.sofifa.com/flags/ro.png,No Club,57.5
D. Doekhi,RCB,59,47,61,59,59,72,76,39,https://cdn.sofifa.com/flags/nl.png,23,Netherlands,https://cdn.sofifa.com/players/232/658/22_60.png,https://cdn.sofifa.com/teams/1909/30.png,Vitesse,59.0
D. Chima Chukwu,LS,62,15,56,45,64,83,64,58,https://cdn.sofifa.com/flags/ng.png,30,Nigeria,https://cdn.sofifa.com/players/200/471/22_60.png,https://cdn.sofifa.com/teams/111629/30.png,SC East Bengal FC,55.875
J. Keohane,LWB,55,40,57,56,70,64,65,51,https://cdn.sofifa.com/flags/ie.png,30,Republic of Ireland,https://cdn.sofifa.com/players/200/844/22_60.png,https://cdn.sofifa.com/teams/1955/30.png,Rochdale,57.25
J. Marković,SUB,63,23,58,50,70,71,70,56,https://cdn.sofifa.com/flags/ro.png,20,Romania,https://cdn.sofifa.com/players/238/273/22_60.png,https://cdn.sofifa.com/teams/308/30.png,Universitatea Craiova,57.625
S. Fürstner,RES,57,41,64,61,56,69,64,46,https://cdn.sofifa.com/flags/de.png,33,Germany,https://cdn.sofifa.com/players/177/404/22_60.png,https://cdn.sofifa.com/teams/169/30.png,1. FSV Mainz 05,57.25
A. Dźwigała,SUB,57,44,58,52,64,73,68,46,https://cdn.sofifa.com/flags/pl.png,25,Poland,https://cdn.sofifa.com/players/211/362/22_60.png,https://cdn.sofifa.com/teams/110329/30.png,FC St. Pauli,57.75
Gonçalo Inácio,RCB,54,52,62,60,73,68,81,34,https://cdn.sofifa.com/flags/pt.png,19,Portugal,https://cdn.sofifa.com/players/257/179/22_60.png,https://cdn.sofifa.com/teams/237/30.png,Sporting CP,60.5
D. Vavro,RES,54,46,61,53,56,70,74,47,https://cdn.sofifa.com/flags/sk.png,25,Slovakia,https://cdn.sofifa.com/players/240/988/22_60.png,https://cdn.sofifa.com/teams/46/30.png,Lazio,57.625
Baltazar,RES,55,36,60,60,69,70,66,46,https://cdn.sofifa.com/flags/br.png,21,Brazil,https://cdn.sofifa.com/players/243/898/22_60.png,https://cdn.sofifa.com/teams/110770/30.png,FC Sion,57.75
20 L. Jiménez,SUB,54,44,57,50,65,67,70,48,https://cdn.sofifa.com/flags/co.png,30,Colombia,https://cdn.sofifa.com/players/209/756/20_60.png,https://cdn.sofifa.com/teams/110145/30.png,Tiburones Rojos de Veracruz,56.875
D. Etienne Jr.,RM,60,18,59,57,75,68,68,54,https://cdn.sofifa.com/flags/ht.png,24,Haiti,https://cdn.sofifa.com/players/166/539/22_60.png,https://cdn.sofifa.com/teams/687/30.png,Columbus Crew,57.375
21 Errasti,RDM,52,43,61,61,61,64,67,47,https://cdn.sofifa.com/flags/es.png,32,Spain,https://cdn.sofifa.com/players/201/146/21_60.png,https://cdn.sofifa.com/teams/476/30.png,UD Logroñés,57.0
21 R. Jönsson,CAM,62,23,55,60,69,58,66,61,https://cdn.sofifa.com/flags/se.png,30,Sweden,https://cdn.sofifa.com/players/189/431/21_60.png,https://cdn.sofifa.com/teams/432/30.png,Helsingborgs IF,56.75
17 A. Tamata,SUB,57,68,57,60,65,70,66,44,https://cdn.sofifa.com/flags/cd.png,25,Congo DR,https://cdn.sofifa.com/players/202/153/17_60.png,https://cdn.sofifa.com/teams/650/30.png,ADO Den Haag,60.875
L. Broxham,RCB,54,42,61,52,46,82,63,52,https://cdn.sofifa.com/flags/au.png,33,Australia,https://cdn.sofifa.com/players/181/010/22_60.png,https://cdn.sofifa.com/teams/111397/30.png,Melbourne Victory,56.5
21 T. Baya,SUB,55,41,53,56,71,70,68,46,https://cdn.sofifa.com/flags/fr.png,22,France,https://cdn.sofifa.com/players/242/447/21_60.png,https://cdn.sofifa.com/teams/294/30.png,ESTAC Troyes,57.5
K. Sierhuis,ST,66,11,54,49,60,73,72,68,https://cdn.sofifa.com/flags/nl.png,23,Netherlands,https://cdn.sofifa.com/players/239/378/22_60.png,https://cdn.sofifa.com/teams/100634/30.png,Heracles Almelo,56.625
19 B. Bingham,SUB,60,57,55,58,63,74,61,46,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/189/206/19_60.png,https://cdn.sofifa.com/teams/1802/30.png,Gillingham,59.25
J. Rasmussen,LCB,58,48,58,65,58,75,78,37,https://cdn.sofifa.com/flags/dk.png,24,Denmark,https://cdn.sofifa.com/players/234/827/22_60.png,https://cdn.sofifa.com/teams/1909/30.png,Vitesse,59.625
D. Rugani,SUB,62,52,60,58,64,68,78,38,https://cdn.sofifa.com/flags/it.png,26,Italy,https://cdn.sofifa.com/players/211/320/22_60.png,https://cdn.sofifa.com/teams/45/30.png,Juventus,60.0
Vincente Dourado,RCB,56,52,64,69,60,72,78,31,https://cdn.sofifa.com/flags/br.png,25,Brazil,https://cdn.sofifa.com/players/230/285/22_60.png,https://cdn.sofifa.com/teams/1043/30.png,Flamengo,60.25
17 A. Cassano,SUB,74,12,58,84,49,50,76,75,https://cdn.sofifa.com/flags/it.png,33,Italy,https://cdn.sofifa.com/players/007/631/17_60.png,https://cdn.sofifa.com/teams/1837/30.png,U.C. Sampdoria,59.75
18 F. Moussa,SUB,60,34,62,57,70,66,63,54,https://cdn.sofifa.com/flags/be.png,27,Belgium,https://cdn.sofifa.com/players/176/780/18_60.png,https://cdn.sofifa.com/teams/1802/30.png,Gillingham,58.25
D. Samuel,SUB,65,20,53,49,68,71,64,57,https://cdn.sofifa.com/flags/gb-eng.png,27,England,https://cdn.sofifa.com/players/207/429/22_60.png,https://cdn.sofifa.com/teams/631/30.png,Ross County FC,55.875
B. Halliday,SUB,55,41,56,58,70,78,66,38,https://cdn.sofifa.com/flags/gb-eng.png,25,England,https://cdn.sofifa.com/players/219/467/22_60.png,https://cdn.sofifa.com/teams/112260/30.png,Fleetwood Town,57.75
21 I. Sylla,SUB,65,14,59,56,66,66,68,62,https://cdn.sofifa.com/flags/gn.png,29,Guinea,https://cdn.sofifa.com/players/193/528/21_60.png,https://cdn.sofifa.com/teams/15005/30.png,SV Zulte Waregem,57.0
19 M. Richards,RES,57,65,61,61,59,65,68,44,https://cdn.sofifa.com/flags/gb-eng.png,30,England,https://cdn.sofifa.com/players/169/721/19_60.png,https://cdn.sofifa.com/teams/2/30.png,Aston Villa,60.0
M. Daramy,SUB,62,14,54,59,78,72,76,55,https://cdn.sofifa.com/flags/dk.png,19,Denmark,https://cdn.sofifa.com/players/246/459/22_60.png,https://cdn.sofifa.com/teams/245/30.png,Ajax,58.75
20 A. Matri,RES,68,17,57,54,63,70,70,64,https://cdn.sofifa.com/flags/it.png,34,Italy,https://cdn.sofifa.com/players/177/528/20_60.png,https://cdn.sofifa.com/teams/111974/30.png,U.S. Sassuolo Calcio,57.875
19 Y. Boli,LS,65,25,52,47,78,68,67,60,https://cdn.sofifa.com/flags/ci.png,30,Côte d'Ivoire,https://cdn.sofifa.com/players/186/723/19_60.png,https://cdn.sofifa.com/teams/694/30.png,Colorado Rapids,57.75
Javi Pérez,RDM,58,42,60,59,50,67,68,53,https://cdn.sofifa.com/flags/es.png,25,Spain,https://cdn.sofifa.com/players/240/903/22_60.png,https://cdn.sofifa.com/teams/113981/30.png,UD Ibiza,57.125
A. Kanté,LS,60,12,51,57,77,73,68,60,https://cdn.sofifa.com/flags/gm.png,26,Gambia,https://cdn.sofifa.com/players/229/045/22_60.png,https://cdn.sofifa.com/teams/110065/30.png,CF Fuenlabrada,57.25
21 O. Okungbowa,SUB,54,41,60,54,68,72,64,44,https://cdn.sofifa.com/flags/at.png,26,Austria,https://cdn.sofifa.com/players/220/995/21_60.png,https://cdn.sofifa.com/teams/1829/30.png,VfB Lübeck,57.125
Ricardo Mangas,LCB,63,45,59,57,66,70,72,38,https://cdn.sofifa.com/flags/pt.png,23,Portugal,https://cdn.sofifa.com/players/240/020/22_60.png,https://cdn.sofifa.com/teams/59/30.png,FC Girondins de Bordeaux,58.75
M. Sorinola,SUB,58,40,55,61,72,65,70,42,https://cdn.sofifa.com/flags/gb-eng.png,20,England,https://cdn.sofifa.com/players/252/555/22_60.png,https://cdn.sofifa.com/teams/2014/30.png,Royale Union Saint-Gilloise,57.875
N. Süle,LCB,54,56,65,60,60,57,84,43,https://cdn.sofifa.com/flags/de.png,25,Germany,https://cdn.sofifa.com/players/212/190/22_60.png,https://cdn.sofifa.com/teams/21/30.png,FC Bayern München,59.875
T. Hübers,SUB,55,48,60,55,70,64,73,39,https://cdn.sofifa.com/flags/de.png,24,Germany,https://cdn.sofifa.com/players/234/727/22_60.png,https://cdn.sofifa.com/teams/31/30.png,1. FC Köln,58.0
A. Opoku,LW,68,27,55,60,74,66,71,50,https://cdn.sofifa.com/flags/de.png,22,Germany,https://cdn.sofifa.com/players/244/234/22_60.png,https://cdn.sofifa.com/teams/487/30.png,VfL Osnabrück,58.875
B. Borrello,SUB,60,17,55,60,72,68,68,58,https://cdn.sofifa.com/flags/au.png,25,Australia,https://cdn.sofifa.com/players/220/708/22_60.png,https://cdn.sofifa.com/teams/503/30.png,SG Dynamo Dresden,57.25
H. Rafia,SUB,63,17,56,61,65,60,70,66,https://cdn.sofifa.com/flags/tn.png,22,Tunisia,https://cdn.sofifa.com/players/251/790/22_60.png,https://cdn.sofifa.com/teams/232/30.png,Standard de Liège,57.25
D. Rosero,RCB,57,45,54,56,63,80,70,41,https://cdn.sofifa.com/flags/co.png,27,Colombia,https://cdn.sofifa.com/players/215/067/22_60.png,https://cdn.sofifa.com/teams/101101/30.png,Junior FC,58.25
J. Lora,RB,55,45,60,67,70,67,73,37,https://cdn.sofifa.com/flags/pe.png,20,Peru,https://cdn.sofifa.com/players/259/833/22_60.png,https://cdn.sofifa.com/teams/111013/30.png,Club Sporting Cristal,59.25
L. Depoitre,LS,64,28,66,59,50,63,71,61,https://cdn.sofifa.com/flags/be.png,32,Belgium,https://cdn.sofifa.com/players/212/933/22_60.png,https://cdn.sofifa.com/teams/674/30.png,KAA Gent,57.75
Tiago Matos,SUB,56,39,57,56,66,69,68,47,https://cdn.sofifa.com/flags/pt.png,20,Portugal,https://cdn.sofifa.com/players/264/464/22_60.png,https://cdn.sofifa.com/teams/111088/30.png,Radomiak Radom,57.25
R. Tierney,CAM,53,35,60,56,70,66,68,52,https://cdn.sofifa.com/flags/ie.png,20,Republic of Ireland,https://cdn.sofifa.com/players/251/454/22_60.png,https://cdn.sofifa.com/teams/305/30.png,Bohemian FC,57.5
21 Yazalde,SUB,62,17,60,61,60,69,64,62,https://cdn.sofifa.com/flags/pt.png,31,Portugal,https://cdn.sofifa.com/players/190/807/21_60.png,https://cdn.sofifa.com/teams/114147/30.png,AFC Hermannstadt,56.875
S. Hart,LWB,56,40,58,55,69,66,66,48,https://cdn.sofifa.com/flags/gb-eng.png,24,England,https://cdn.sofifa.com/players/236/310/22_60.png,https://cdn.sofifa.com/teams/1920/30.png,Oldham Athletic,57.25
20 R. Quiñones,RES,60,39,44,61,73,74,66,45,https://cdn.sofifa.com/flags/co.png,24,Colombia,https://cdn.sofifa.com/players/220/695/20_60.png,https://cdn.sofifa.com/teams/112527/30.png,Patriotas Boyacá FC,57.75
A. Fiola,LM,57,47,62,59,69,68,69,38,https://cdn.sofifa.com/flags/hu.png,31,Hungary,https://cdn.sofifa.com/players/201/707/22_60.png,https://cdn.sofifa.com/flags/hu.png,No Club,58.625
N. D'Agostino,SUB,60,19,50,56,76,75,66,52,https://cdn.sofifa.com/flags/au.png,23,Australia,https://cdn.sofifa.com/players/231/582/22_60.png,https://cdn.sofifa.com/teams/111397/30.png,Melbourne Victory,56.75
A. Kalulu,ST,61,12,50,54,84,68,68,58,https://cdn.sofifa.com/flags/fr.png,25,France,https://cdn.sofifa.com/players/230/079/22_60.png,https://cdn.sofifa.com/teams/226/30.png,FC Sochaux-Montbéliard,56.875
C. Sickinger,SUB,52,42,61,59,66,72,70,46,https://cdn.sofifa.com/flags/de.png,23,Germany,https://cdn.sofifa.com/players/242/525/22_60.png,https://cdn.sofifa.com/teams/110178/30.png,SV Sandhausen,58.5
N. Katterbach,SUB,60,46,59,62,72,63,76,37,https://cdn.sofifa.com/flags/de.png,20,Germany,https://cdn.sofifa.com/players/246/666/22_60.png,https://cdn.sofifa.com/teams/31/30.png,1. FC Köln,59.375
D. Campbell,SUB,57,36,52,64,68,61,70,53,https://cdn.sofifa.com/flags/gb-sct.png,20,Scotland,https://cdn.sofifa.com/players/238/758/22_60.png,https://cdn.sofifa.com/teams/77/30.png,Aberdeen,57.625
21 R. Hall,SUB,62,11,48,59,77,66,64,58,https://cdn.sofifa.com/flags/gb-eng.png,26,England,https://cdn.sofifa.com/players/203/355/21_60.png,https://cdn.sofifa.com/teams/1951/30.png,Oxford United,55.625
E. Rodríguez,RCB,47,43,56,54,67,72,64,50,https://cdn.sofifa.com/flags/bo.png,36,Bolivia,https://cdn.sofifa.com/players/196/887/22_60.png,https://cdn.sofifa.com/teams/114577/30.png,Club Always Ready,56.625
S. Robertson,RCM,57,40,58,60,68,64,70,46,https://cdn.sofifa.com/flags/gb-sct.png,19,Scotland,https://cdn.sofifa.com/players/253/974/22_60.png,https://cdn.sofifa.com/teams/121/30.png,Crewe Alexandra,57.875
C. Elva,RES,57,16,49,54,85,81,68,51,https://cdn.sofifa.com/flags/ca.png,24,Canada,https://cdn.sofifa.com/players/245/898/22_60.png,https://cdn.sofifa.com/teams/111239/30.png,FC Ingolstadt 04,57.625
W. Harding,SUB,54,44,53,59,67,76,70,40,https://cdn.sofifa.com/flags/jm.png,24,Jamaica,https://cdn.sofifa.com/players/228/225/22_60.png,https://cdn.sofifa.com/teams/1797/30.png,Rotherham United,57.875
Dani Albiar,RES,62,36,55,65,63,55,67,56,https://cdn.sofifa.com/flags/es.png,20,Spain,https://cdn.sofifa.com/players/255/455/22_60.png,https://cdn.sofifa.com/teams/1861/30.png,Unión Deportiva Almería,57.375
R. Kristiansen,LB,53,41,58,58,72,66,65,44,https://cdn.sofifa.com/flags/no.png,33,Norway,https://cdn.sofifa.com/players/207/502/22_60.png,https://cdn.sofifa.com/teams/919/30.png,SK Brann,57.125
A. Bernier,SUB,61,18,48,59,77,72,69,58,https://cdn.sofifa.com/flags/be.png,23,Belgium,https://cdn.sofifa.com/players/243/953/22_60.png,https://cdn.sofifa.com/teams/112695/30.png,Seraing,57.75
A. Jahović,SUB,65,15,58,48,64,63,72,67,https://cdn.sofifa.com/flags/mk.png,34,North Macedonia,https://cdn.sofifa.com/players/212/107/22_60.png,https://cdn.sofifa.com/teams/101026/30.png,Göztepe SK,56.5
D. Islamović,SUB,64,12,57,53,58,72,68,67,https://cdn.sofifa.com/flags/me.png,27,Montenegro,https://cdn.sofifa.com/players/215/817/22_60.png,https://cdn.sofifa.com/teams/298/30.png,Rosenborg BK,56.375
21 M. Zaldivia,LCB,58,48,67,65,53,69,71,39,https://cdn.sofifa.com/flags/ar.png,29,Argentina,https://cdn.sofifa.com/players/215/053/21_60.png,https://cdn.sofifa.com/teams/110980/30.png,Colo-Colo,58.75
21 Marquinhos Pedroso,SUB,60,42,59,64,68,70,66,36,https://cdn.sofifa.com/flags/br.png,26,Brazil,https://cdn.sofifa.com/players/209/722/21_60.png,https://cdn.sofifa.com/teams/113180/30.png,FC Viitorul Constanța,58.125
S. Ajayi,RCB,58,47,61,49,69,70,74,40,https://cdn.sofifa.com/flags/ng.png,27,Nigeria,https://cdn.sofifa.com/players/207/952/22_60.png,https://cdn.sofifa.com/teams/109/30.png,West Bromwich Albion,58.5
A. Szőke,SUB,60,22,54,55,68,64,68,61,https://cdn.sofifa.com/flags/hu.png,23,Hungary,https://cdn.sofifa.com/players/251/582/22_60.png,https://cdn.sofifa.com/teams/100634/30.png,Heracles Almelo,56.5
A. Hasić,RES,64,24,52,62,74,52,72,59,https://cdn.sofifa.com/flags/ba.png,19,Bosnia and Herzegovina,https://cdn.sofifa.com/players/254/333/22_60.png,https://cdn.sofifa.com/teams/327/30.png,Beşiktaş JK,57.375
Ba Dun,SUB,56,24,57,55,77,62,62,55,https://cdn.sofifa.com/flags/cn.png,25,China PR,https://cdn.sofifa.com/players/224/466/22_60.png,https://cdn.sofifa.com/teams/111774/30.png,Tianjin Jinmen Tiger FC,56.0
Juli Freitinho,RCB,61,50,66,57,44,62,75,47,https://cdn.sofifa.com/flags/br.png,21,Brazil,https://cdn.sofifa.com/players/230/224/22_60.png,https://cdn.sofifa.com/teams/1598/30.png,Bahia,57.75
L. Castro,SUB,60,17,56,61,66,66,71,61,https://cdn.sofifa.com/flags/co.png,32,Colombia,https://cdn.sofifa.com/players/214/562/22_60.png,https://cdn.sofifa.com/teams/110929/30.png,Kaizer Chiefs,57.25
A. Szalai,SUB,68,20,69,55,44,60,71,67,https://cdn.sofifa.com/flags/hu.png,33,Hungary,https://cdn.sofifa.com/players/184/789/22_60.png,https://cdn.sofifa.com/teams/169/30.png,1. FSV Mainz 05,56.75
T. Burey,RES,59,28,53,53,74,68,69,57,https://cdn.sofifa.com/flags/gb-eng.png,20,England,https://cdn.sofifa.com/players/253/996/22_60.png,https://cdn.sofifa.com/teams/1941/30.png,Hartlepool United,57.625
P. Djilobodji,LCB,54,50,59,55,57,72,73,46,https://cdn.sofifa.com/flags/sn.png,32,Senegal,https://cdn.sofifa.com/players/197/937/22_60.png,https://cdn.sofifa.com/teams/110776/30.png,Gazişehir Gaziantep F.K.,58.25
P. Yade,SUB,67,18,52,57,69,59,72,64,https://cdn.sofifa.com/flags/sn.png,21,Senegal,https://cdn.sofifa.com/players/251/916/22_60.png,https://cdn.sofifa.com/teams/68/30.png,FC Metz,57.25
S. Sinyan,LCB,55,42,60,54,68,71,70,43,https://cdn.sofifa.com/flags/gm.png,24,Gambia,https://cdn.sofifa.com/players/233/820/22_60.png,https://cdn.sofifa.com/teams/417/30.png,Molde FK,57.875
19 P. Zebli,RES,50,61,60,51,67,71,68,46,https://cdn.sofifa.com/flags/ci.png,20,Côte d'Ivoire,https://cdn.sofifa.com/players/225/430/19_60.png,https://cdn.sofifa.com/teams/673/30.png,KRC Genk,59.25
L. Demiquel,SUB,57,43,56,59,70,71,70,39,https://cdn.sofifa.com/flags/bo.png,21,Bolivia,https://cdn.sofifa.com/players/253/538/22_60.png,https://cdn.sofifa.com/teams/110969/30.png,Club The Strongest,58.125
Rafa Santos,SUB,62,41,57,62,66,59,66,48,https://cdn.sofifa.com/flags/pt.png,24,Portugal,https://cdn.sofifa.com/players/263/643/22_60.png,https://cdn.sofifa.com/teams/1889/30.png,Belenenses SAD,57.625
S. Rodríguez,SUB,60,24,56,63,78,56,76,57,https://cdn.sofifa.com/flags/uy.png,21,Uruguay,https://cdn.sofifa.com/players/255/862/22_60.png,https://cdn.sofifa.com/teams/112828/30.png,New York City FC,58.75
